frame_id,steering_angle,Smoothed_angle,Predicted_Steering_Angle
1479425442983028272,8.98619156145,26.6333333333,-0.882411615585
1479425443033038928,8.05920513753,26.0,-0.992303969885
1479425443083019717,7.24000803485,25.35,-0.230472033659
1479425443133029007,6.85660140077,24.75,4.5857420512
1479425443183108353,6.50221971491,24.1333333333,4.4979600331
1479425443233065536,7.99071032283,23.8666666667,26.8058714072
1479425443283098058,9.31829969834,23.5666666667,25.0928582558
1479425443333121324,10.5423900915,23.2333333333,24.4600207387
1479425443383114051,12.4123121046,23.1333333333,39.1308162834
1479425443433159685,14.1003083738,22.9666666667,36.9318471254
1479425443483313907,15.7079024753,22.7833333333,36.889011594
1479425443533252113,17.1145228929,22.55,34.3596866764
1479425443583239912,18.9428647762,22.4666666667,44.7547189139
1479425443633186484,20.6818908341,22.3666666667,44.5826357128
1479425443683284230,21.5203292783,22.0,29.2653388575
1479425443733013129,20.904435717,21.4,16.1163521486
1479425443783043647,20.3573048141,20.7833333333,16.3797139977
1479425443833219434,19.7567411323,20.1333333333,15.1538282304
1479425443883150592,18.6261174042,19.3166666667,6.31572352691
1479425443935127173,17.5389726319,18.4666666667,5.952923515
1479425443983508950,16.6657895338,17.65,8.41649121324
1479425444033482264,18.1869327923,17.3,37.6411861763
1479425444083485328,19.6175002911,16.9333333333,37.3170458889
1479425444133415917,20.8907818078,16.5166666667,35.6810550732
1479425444183437161,21.8345574953,16.6833333333,31.1415918225
1479425444233519098,22.6980172683,16.8333333333,30.8050888927
1479425444283460397,22.3956340424,16.85,20.8389652143
1479425444333532199,22.7350921989,16.9333333333,24.6068663907
1479425444383520968,23.0427948099,17.0,24.643414733
1479425444434863007,22.1291800265,16.9,13.2794262466
1479425444483540982,21.3524079678,16.85,14.475057691
1479425444533500446,20.6383206441,16.8,14.6058541061
1479425444583592062,19.3872111553,16.6666666667,4.99251311344
1479425444633565212,16.8988801002,16.1166666667,-24.4979043829
1479425444683592746,14.5056495992,15.5666666667,-24.4945866185
1479425444733557725,12.0512235219,14.9,-28.4855873864
1479425444783597284,12.9523317934,15.0666666667,21.614802987
1479425444833576684,13.7968916463,15.2333333333,21.6299523466
1479425444883593643,14.3476672986,15.3,18.3669011876
1479425444933626437,15.1140935544,15.4333333333,21.849382419
1479425444983604302,15.824889251,15.5666666667,21.8140532655
1479425445033545888,16.7699360965,15.7333333333,26.096416243
1479425445083568140,17.8614769595,15.9666666667,29.5200775928
1479425445133653224,18.8939820905,16.15,29.5913506168
1479425445183606499,19.5458565655,16.2833333333,24.7783656106
1479425445233764675,19.0279151902,16.35,15.3783536238
1479425445283739156,18.5579896622,16.4,15.426289599
1479425445333674819,17.6166187116,16.3166666667,8.34633321763
1479425445383674362,15.1717458018,15.7333333333,-25.1238656071
1479425445433794000,12.8490366939,15.1666666667,-24.4056524329
1479425445483692916,11.5302586624,14.8833333333,-4.08313105518
1479425445533805396,9.95726787624,14.5,-10.5266311998
1479425445583714569,8.46673446541,14.1166666667,-10.3881952181
1479425445633739901,6.12948988593,13.3666666667,-31.4827563565
1479425445683537525,4.29895577449,12.8666666667,-21.5604329737
1479425445733611141,2.51950153367,12.35,-22.240086315
1479425445783505964,0.791797333115,11.8,-22.8702873791
1479425445833555752,-1.18860592337,11.2166666667,-30.3673420688
1479425445883669647,-3.07751784708,10.6333333333,-30.2136286615
1479425445933607848,-4.78110343282,10.1666666667,-27.9375073942
1479425445983741833,-7.41706019804,9.3,-52.6289537249
1479425446033663685,-9.97362523358,8.41666666667,-53.1195935338
1479425446083670259,-11.1556891134,8.01666666667,-24.3422904755
1479425446133688577,-12.2826360507,7.55,-24.5311947249
1479425446187118510,-12.3871991981,7.28333333333,-12.660663188
1479425446233697220,-11.594117644,6.78333333333,-4.49075119531
1479425446283675193,-10.4660609816,6.38333333333,1.80114948555
1479425446333678332,-9.40009156195,6.0,1.83867006254
1479425446383681770,-8.10092682307,5.46666666667,7.15575312501
1479425446433687644,-6.07499282561,5.26666666667,24.1389181778
1479425446483517778,-4.13075216934,5.06666666667,24.2345954677
1479425446533786115,-2.75581241683,4.71666666667,13.8944651446
1479425446583728754,-0.569663498982,4.53333333333,33.3830618326
1479425446633769320,1.55732033463,4.36666666667,34.1121093944
1479425446683840707,3.14102431905,4.26666666667,23.8399283545
1479425446733829636,4.75646155242,4.43333333333,26.096703111
1479425446783875985,6.2900807651,4.58333333333,25.9904373203
1479425446833833199,7.20151830991,4.6,16.0185694529
1479425446883785259,7.93545880322,4.73333333333,14.2313719094
1479425446933842544,8.62182314251,4.88333333333,14.2929691166
1479425446983888932,9.66721408767,5.08333333333,20.5719662895
1479425447033828399,10.1830391516,4.68333333333,13.8092004781
1479425447083877339,10.6155580521,4.28333333333,13.3632992621
1479425447133607830,10.8981089237,3.9,12.2947486098
1479425447183692743,11.1398402817,3.58333333333,12.2268932417
1479425447233620046,10.6445413395,3.2,7.24260965248
1479425447283939365,9.35472016893,2.78333333333,-5.73302087891
1479425447333960022,8.13958517999,2.3,-5.62114067276
1479425447383839629,7.46465522655,1.91666666667,1.94027937173
1479425447433858865,6.85204862131,1.73333333333,2.10388097192
1479425447483919369,6.28943321705,1.53333333333,2.13389111559
1479425447533892897,5.70944429977,1.31666666667,1.35105271913
1479425447583863835,5.17523577306,1.26666666667,1.34407258596
1479425447633859814,4.67475963051,1.68333333333,1.2167409978
1479425447683890304,4.21979894216,2.1,1.24379836531
1479425447733949160,3.87919828683,2.58333333333,1.99739384045
1479425447783993951,3.57752350928,2.26666666667,2.0266757152
1479425447833920874,3.27541718201,1.93333333333,1.72102442967
1479425447883920001,2.93462571234,1.65,1.05114423532
1479425447933924825,2.36169672937,1.28333333333,-1.91386084035
1479425447984065429,1.80168002908,0.9,-2.32380900777
1479425448034013960,2.11183150224,0.516666666667,3.73282900878
1479425448083941215,1.90342502495,0.05,1.04812497154
1479425448133997251,1.71585001813,-0.433333333333,0.995149810891
1479425448184006396,1.39227422882,-0.833333333333,-0.342025191144
1479425448234001138,0.850723983009,-1.13333333333,-3.06339704559
1479425448283988608,0.350297777499,-1.43333333333,-3.10717834472
1479425448334033264,0.579369912872,-1.55,1.57608023825
1479425448383998814,0.608044194073,-1.13333333333,0.633656659622
1479425448433990079,0.650226074455,-0.733333333333,0.704904070402
1479425448484001527,0.613353090781,-0.666666666667,0.571063952294
1479425448534102105,0.194449748864,-0.533333333333,-2.41792474567
1479425448584082532,-0.19499469367,-0.4,-2.52276067891
1479425448634093379,-0.762560133751,0.05,-4.97555631505
1479425448684042553,-0.870982257234,0.383333333333,-1.16170621496
1479425448734087425,-0.964196568786,0.733333333333,-1.18916667035
1479425448784062065,-1.80393918849,0.95,-9.56767947048
1479425448834163258,-2.76212829726,1.25,-12.2904703501
1479425448884136507,-3.66108018,1.55,-12.2913992558
1479425448934100240,-4.46385534074,1.81666666667,-11.7027436711
1479425448984090689,-5.19656476803,2.5,-11.4760292019
1479425449034222956,-5.87306144336,3.2,-11.4174688675
1479425449084211667,-6.07068319817,3.5,-6.85527773549
1479425449134223089,-7.59681184838,3.45,-27.1492813658
1479425449184252470,-9.03838889082,3.21666666667,-26.9481852288
1479425449234234127,-10.0179454429,2.96666666667,-19.8776399943
1479425449284189631,-9.62994623157,2.83333333333,-7.31584635585
1479425449334182161,-9.28249805668,2.7,-7.34018573496
1479425449384197585,-9.44524640455,2.41666666667,-10.0165552339
1479425449434235633,-9.62934470761,1.85,-10.3283866667
1479425449484203210,-11.4224967769,0.85,-36.4754129039
1479425449534254675,-13.2926737604,-0.0333333333333,-40.0167703659
1479425449584266518,-15.9025741256,-1.58333333333,-60.432817097
1479425449634227025,-18.4138868539,-3.15,-60.3970610567
1479425449684338294,-19.9403636261,-4.18333333333,-39.499697725
1479425449734238962,-22.331828001,-5.63333333333,-61.2880182528
1479425449784295152,-24.6546481871,-7.06666666667,-61.9120653165
1479425449834347039,-23.9998949423,-7.63333333333,-18.731242261
1479425449884297985,-22.8212152428,-8.01666666667,-9.69289049835
1479425449934285123,-21.695529604,-8.4,-9.46815849163
1479425449984342330,-20.9248658762,-8.96666666667,-14.1315145437
1479425450034351506,-20.16587659,-9.4,-13.5320740902
1479425450084285882,-19.4544515263,-9.83333333333,-13.4570162877
1479425450134432685,-18.6406475145,-10.2166666667,-11.2465006949
1479425450184384937,-17.5205820367,-10.5,-5.38746666776
1479425450234356824,-16.4727665949,-10.7,-5.52884219207
1479425450284359845,-15.6008301269,-10.7333333333,-7.36981424181
1479425450334470903,-15.0443507649,-10.8166666667,-10.9596481177
1479425450384393971,-14.5238442267,-11.0,-10.8458494821
1479425450434367959,-14.1965557737,-11.2333333333,-12.4304499545
1479425450484367115,-15.1101161351,-11.65,-23.9590519762
1479425450534396199,-15.9667641175,-12.05,-23.9747050623
1479425450584370849,-16.8058108882,-12.4666666667,-24.5595553779
1479425450634474892,-18.141870422,-13.05,-34.0718898255
1479425450684434346,-19.418780769,-13.6333333333,-34.2741453872
1479425450734424921,-20.3955451335,-14.15,-30.2117196236
1479425450784480360,-21.4293465017,-14.7166666667,-32.1475147627
1479425450834460085,-22.3837224161,-15.25,-31.8533419303
1479425450884466542,-23.5040134734,-15.85,-35.6409072213
1479425450934555051,-24.839083956,-16.5,-40.7509234941
1479425450984526373,-26.1068482727,-17.1333333333,-40.7983454975
1479425451034504439,-27.1180114772,-17.8,-37.4749222964
1479425451084526934,-27.7202422146,-18.35,-32.3431689466
1479425451134506118,-28.2862127604,-18.8833333333,-32.4806674848
1479425451184498303,-28.9449940984,-19.45,-34.2643645563
1479425451234620694,-29.4207214369,-19.9333333333,-32.6135249094
1479425451284568376,-29.8754451576,-20.4166666667,-32.8490025112
1479425451334494763,-30.5571939464,-21.0333333333,-36.1689354856
1479425451384617570,-31.4708098581,-21.7,-40.3205805953
1479425451434534580,-32.3298839996,-22.3666666667,-40.3730842594
1479425451484584657,-32.4678947232,-22.9,-32.9031078547
1479425451534593431,-31.3564840811,-23.1833333333,-19.368029335
1479425451584638018,-30.3122138869,-23.4666666667,-19.4255531882
1479425451634551796,-28.7647670341,-23.5333333333,-8.79041248067
1479425451684595535,-27.8315673746,-23.8166666667,-18.6857805219
1479425451734567333,-26.9834307378,-24.1166666667,-19.0987627874
1479425451784606185,-26.5947369108,-24.3666666667,-24.2740722536
1479425451834590669,-27.6984261374,-24.8166666667,-39.5583246537
1479425451884629533,-28.7229498072,-25.2666666667,-39.2925517478
1479425451934663511,-29.7364887313,-25.75,-40.1311111477
1479425451984612997,-31.013158671,-26.3166666667,-45.8642080124
1479425452034674042,-32.2142801669,-26.8833333333,-45.7307051349
1479425452084620235,-33.1961691186,-27.5,-43.0922679454
1479425452134727410,-33.1657889892,-27.6,-33.1369667017
1479425452184596332,-33.1137385305,-27.7166666667,-33.0330214679
1479425452234469676,-32.6281021166,-27.8833333333,-29.3299934282
1479425452284511740,-31.4165055924,-28.05,-17.7176080372
1479425452334790626,-30.2719836513,-28.2166666667,-17.7268919718
1479425452384872819,-29.0477453607,-28.3,-15.1275183417
1479425452434777672,-27.5710859898,-28.2666666667,-8.98568673527
1479425452484849234,-26.166333323,-27.8,-8.95643901147
1479425452534794271,-25.1555898354,-27.3666666667,-14.805336611
1479425452584797467,-24.2511146032,-26.6166666667,-15.5383593429
1479425452634778280,-23.4257104803,-25.8666666667,-15.8670434137
1479425452684807103,-23.1352094966,-25.5666666667,-21.675152831
1479425452734868595,-22.8766298517,-24.9,-21.6651107454
1479425452784841611,-22.6413507036,-24.2333333333,-21.6006901087
1479425452834857287,-21.9433322451,-24.2,-16.1212340263
1479425452884915052,-21.3051449856,-24.3166666667,-16.2433014596
1479425452934850531,-20.7147291825,-24.4333333333,-16.2329964117
1479425452984877268,-20.3024366163,-24.4833333333,-17.7549230682
1479425453034909914,-19.4954562991,-24.4666666667,-12.1975037915
1479425453084927372,-18.7389862517,-24.45,-12.1394412072
1479425453134953249,-18.0662054186,-24.4666666667,-12.5692667192
1479425453184931636,-17.72949964,-24.6333333333,-15.8818119902
1479425453234971693,-17.4000284732,-24.8,-15.6151289616
1479425453284918495,-17.5211080171,-24.9666666667,-17.8710721426
1479425453334950694,-17.0158740376,-25.0166666667,-13.5060314327
1479425453384927728,-16.5523603607,-25.0666666667,-13.4877094503
1479425453434992192,-16.0255743649,-25.0666666667,-12.2776535001
1479425453484966499,-16.3861156094,-24.9833333333,-18.4459759952
1479425453535141182,-16.7031256985,-24.9,-18.3816748868
1479425453584994031,-17.0159424858,-24.8,-18.6592213313
1479425453634982335,-17.1297598166,-24.5166666667,-17.4452491214
1479425453685034722,-16.8346293231,-24.2,-15.3371897813
1479425453735068758,-17.1311687079,-24.0,-18.6400506978
1479425453785007126,-17.3941405888,-23.7666666667,-18.6388827355
1479425453835094821,-17.6164692184,-23.55,-18.5661958623
1479425453885019355,-18.2141717014,-23.3333333333,-22.7828046087
1479425453935103573,-18.9424267461,-23.0833333333,-25.1624988646
1479425453985077030,-19.6029753183,-22.8166666667,-24.944649981
1479425454035084653,-20.1136955762,-22.5833333333,-23.6836280131
1479425454085096899,-19.9519721045,-22.3666666667,-19.3865613458
1479425454135137650,-19.824612603,-22.15,-19.4438102839
1479425454185127594,-19.6958070517,-21.9,-19.3077716986
1479425454235145545,-19.3670772292,-21.65,-17.5885686883
1479425454285107863,-19.06986588,-21.4,-17.5555156954
1479425454335166941,-18.8433930078,-21.0833333333,-17.8648874063
1479425454385184065,-18.7442991507,-20.7166666667,-18.4946342629
1479425454435113025,-18.5967071503,-20.35,-18.1103575749
1479425454485105365,-18.8885980009,-20.15,-20.359842812
1479425454535212192,-18.5008220386,-20.1,-16.1888307009
1479425454585209096,-18.1724944681,-20.05,-16.3974502914
1479425454635273026,-18.2941324413,-20.2166666667,-18.6468006323
1479425454685212658,-18.6873386097,-20.2666666667,-21.0508069465
1479425454735237364,-19.0365116398,-20.2833333333,-20.9941710179
1479425454785212697,-19.5778573734,-20.2666666667,-23.4896591784
1479425454835245137,-20.0583750838,-20.0,-23.3019382592
1479425454885260344,-20.4986265586,-19.7333333333,-23.3243002986
1479425454935290229,-20.9497228411,-19.45,-23.8859672446
1479425454985256222,-21.3559589183,-19.0833333333,-23.844550685
1479425455035257812,-21.7599959209,-18.7333333333,-24.2273127785
1479425455085222261,-21.1762622052,-18.2833333333,-16.7737100449
1479425455135438664,-21.3422423278,-18.0833333333,-21.9322923778
1479425455185305735,-21.4602973,-17.8833333333,-21.795746651
1479425455235268029,-22.09608894,-17.85,-27.1282631662
1479425455285286001,-22.8271315731,-18.05,-29.0843490898
1479425455335354957,-23.5087429038,-18.25,-29.1187186017
1479425455385315957,-23.1540924977,-18.35,-21.1474182648
1479425455435291763,-22.8924870897,-18.5666666667,-21.6581149241
1479425455485315057,-22.6868950495,-18.7833333333,-21.8502549757
1479425455535370970,-21.8566478961,-18.7833333333,-14.2289258479
1479425455585351872,-21.3988108512,-18.8333333333,-18.3930983782
1479425455635362393,-20.9383521096,-18.8666666667,-17.9054689752
1479425455685367345,-20.4637251422,-18.8,-17.2825420626
1479425455735332723,-19.9599143739,-18.7166666667,-16.4656019189
1479425455785373713,-19.4846437984,-18.6333333333,-16.2966657276
1479425455835480030,-18.7941888278,-18.5833333333,-13.0702141372
1479425455885467991,-18.6147223496,-18.6,-17.9441671195
1479425455935484673,-18.4506101713,-18.6166666667,-17.8714187747
1479425455985462275,-18.585534458,-18.65,-19.0047127901
1479425456035437862,-18.0149049376,-18.6666666667,-13.7662078523
1479425456085441210,-17.4839257914,-18.6833333333,-13.6890574506
1479425456135452082,-16.9640884444,-18.7,-13.2935186344
1479425456185473644,-17.0742057952,-18.7333333333,-17.3726322577
1479425456235452170,-17.1638595592,-18.7666666667,-17.3743346824
1479425456285534795,-16.4758887279,-18.65,-10.7840157796
1479425456335480403,-15.3874399406,-18.4833333333,-3.77988602395
1479425456385562829,-14.3738446254,-18.3166666667,-3.97832649812
1479425456435492724,-13.1991269947,-18.1166666667,-0.138917870167
1479425456485522513,-11.8305658136,-17.75,4.70080299107
1479425456535414558,-10.4757461017,-17.3666666667,5.80044722574
1479425456585478462,-9.56759479198,-17.0666666667,-0.799824810123
1479425456636034315,-9.08372833912,-16.8666666667,-5.80451631094
1479425456685521313,-8.65283172287,-16.7,-5.92134413537
1479425456735486553,-8.58249863196,-16.5333333333,-8.44428922939
1479425456785496401,-8.16591075258,-16.3166666667,-5.57631883699
1479425456835455669,-7.81175862785,-16.1,-5.80956083253
1479425456885501840,-8.16720568714,-15.9,-10.1810441183
1479425456935657379,-8.71823812831,-15.6833333333,-12.740411623
1479425456985349579,-9.23526628269,-15.4833333333,-12.8747238779
1479425457035499686,-9.77349856786,-15.3166666667,-13.6500519478
1479425457085519580,-10.5359064851,-15.2833333333,-17.2162943502
1479425457135514762,-11.205433861,-15.2333333333,-16.6609265462
1479425457185534564,-11.4940326827,-15.1166666667,-12.938826057
1479425457235678073,-11.9825815787,-15.0833333333,-15.3118668549
1479425457285597160,-12.4404323347,-15.05,-15.4462866853
1479425457335890309,-12.6829191773,-14.9833333333,-13.7754508058
1479425457385604047,-13.6594021096,-15.0666666667,-23.4711937619
1479425457435571992,-14.5763659322,-15.15,-23.476504234
1479425457485647598,-15.8784051275,-15.3333333333,-31.1871867503
1479425457535664718,-17.1687005457,-15.6,-32.2650008466
1479425457585656695,-18.3940966523,-15.8666666667,-32.3346551158
1479425457635666612,-19.2873747974,-16.0166666667,-27.8332940754
1479425457685701772,-19.8882258486,-16.0666666667,-24.4945866185
1479425457735667258,-20.4600175461,-16.1333333333,-24.7222829273
1479425457785663218,-20.2734091183,-16.0666666667,-19.5587538299
1479425457835663897,-19.8945343586,-15.9666666667,-17.6660640146
1479425457885671925,-19.5399139019,-15.8666666667,-17.5335088259
1479425457935644593,-18.9489543601,-15.7166666667,-14.4607569824
1479425457985781864,-18.4109569948,-15.5666666667,-14.5370587332
1479425458035727732,-17.997593399,-15.4166666667,-15.4396101754
1479425458085710601,-18.1609146366,-15.45,-18.7355299122
1479425458136582461,-18.2728837137,-15.4,-18.5798067218
1479425458185777387,-17.8478728574,-15.3,-15.1750718262
1479425458235699612,-17.4211083987,-15.0833333333,-14.730868766
1479425458285808504,-17.0214057164,-14.8333333333,-14.5958342186
1479425458335782181,-16.7135140273,-14.6,-15.1113239631
1479425458385783920,-17.4301860175,-14.6333333333,-23.4967301317
1479425458435711664,-18.1079424782,-14.6666666667,-23.6684752384
1479425458485806935,-18.6417828268,-14.6833333333,-22.4688020295
1479425458535766988,-19.0952539842,-14.8166666667,-22.0559085565
1479425458585847111,-19.5006385472,-14.8666666667,-21.9809847964
1479425458635821451,-19.9758312239,-14.9666666667,-23.1629865983
1479425458685815479,-20.5507760218,-15.0833333333,-24.8499289176
1479425458735842827,-21.0871644107,-15.2166666667,-24.9428946224
1479425458785934967,-21.7201166503,-15.3833333333,-26.7172035989
1479425458835822991,-22.3094393073,-15.6,-26.7781852354
1479425458885873429,-22.8691308893,-15.75,-26.9908653733
1479425458935733733,-23.9834669085,-16.0666666667,-36.0207511165
1479425458985945841,-23.8709343241,-16.1333333333,-23.561408608
1479425459036064568,-23.7450637201,-16.3,-23.3716574152
1479425459086077266,-23.5151791396,-16.45,-22.5127542968
1479425459136060393,-23.2522257624,-16.6,-22.0076242417
1479425459186067618,-23.0378878858,-16.6833333333,-22.1427868552
1479425459236093741,-22.6444710122,-16.7333333333,-20.2789972779
1479425459286083656,-22.3957215387,-16.9166666667,-21.2574013859
1479425459336094994,-22.2117062162,-17.2166666667,-21.5131783099
1479425459386068618,-23.3542268547,-17.75,-35.8654291997
1479425459436043086,-24.3022957721,-18.3,-33.6750626649
1479425459485969132,-25.2102036847,-18.9166666667,-33.9743274034
1479425459535992839,-25.6801068183,-19.4666666667,-28.8115718249
1479425459586010443,-26.4708851601,-20.0166666667,-33.5421813346
1479425459636734661,-27.2234303398,-20.4833333333,-33.7697256717
1479425459686080157,-27.2563751198,-20.85,-27.2902854986
1479425459736200512,-27.4896492759,-21.1833333333,-28.5160397848
1479425459786228213,-27.6930466173,-21.5666666667,-28.5152372376
1479425459836089542,-27.1754465086,-21.8666666667,-23.5296618888
1479425459886097921,-27.4120953048,-22.1666666667,-28.4625440357
1479425459936066868,-27.6130607396,-22.4333333333,-28.4193447967
1479425459986132241,-27.0559622271,-22.6,-22.9641307632
1479425460036138803,-27.1539245175,-22.8333333333,-27.3987642706
1479425460086123129,-27.2114492991,-23.0,-27.3081788867
1479425460136149327,-27.0750552656,-23.1666666667,-26.6482682072
1479425460186128655,-27.3085463612,-23.4333333333,-28.3364775266
1479425460236128473,-27.4790815839,-23.65,-28.0959114339
1479425460286141263,-28.5921610434,-24.0666666667,-40.6084628235
1479425460336153039,-29.418071931,-24.45,-36.9839546385
1479425460386160655,-30.1926499596,-24.6833333333,-37.0397880199
1479425460436163741,-29.5026218942,-24.6833333333,-23.7841683976
1479425460486135317,-30.0348751127,-24.7166666667,-33.8440483752
1479425460536238130,-30.5127987569,-24.7333333333,-33.7288401594
1479425460586147195,-31.0324314579,-24.7666666667,-34.700731682
1479425460636252155,-31.7690385998,-24.95,-38.1006325112
1479425460686240280,-32.440196194,-25.1666666667,-37.9164427999
1479425460736201470,-33.2238576473,-25.4333333333,-40.1963736052
1479425460786260100,-34.2889541752,-25.8666666667,-45.5134777986
1479425460836407081,-35.295713647,-26.3333333333,-45.5828451998
1479425460886305316,-36.4314578906,-26.85,-48.8281446971
1479425460936258411,-37.4016353678,-27.4,-47.1154064608
1479425460986320027,-38.322351701,-27.95,-47.2790612084
1479425461036272586,-39.2824629398,-28.5,-48.840452698
1479425461086252648,-40.3065390182,-29.0333333333,-50.8689915607
1479425461136328875,-41.2822843364,-29.5833333333,-51.0825920666
1479425461186295227,-42.2417172126,-30.1833333333,-51.7892400231
1479425461236297262,-42.9482660737,-30.75,-48.881720701
1479425461286316547,-43.6002746927,-31.3166666667,-48.8344660372
1479425461336374495,-43.9165572717,-31.8166666667,-45.5889684644
1479425461386421368,-43.5512083857,-32.1166666667,-41.4475822989
1479425461436310166,-43.2327164781,-32.4166666667,-41.5416408339
1479425461486332994,-42.2580048365,-32.5833333333,-32.4737826541
1479425461536417072,-40.962922738,-32.6333333333,-25.7801392109
1479425461586345347,-39.7302974734,-32.7,-25.6625643345
1479425461636464977,-38.8774052208,-32.8166666667,-30.9239410144
1479425461686454669,-38.0240052121,-32.9166666667,-30.0631834997
1479425461736408989,-37.223416352,-33.0166666667,-30.015170685
1479425461786278756,-36.4382344412,-33.0666666667,-29.4446552289
1479425461836193898,-35.3438847843,-33.0166666667,-23.6388475853
1479425461886324885,-34.3175285612,-32.9666666667,-23.7186378552
1479425461936487422,-33.3801937751,-32.7666666667,-24.1714759821
1479425461986518025,-32.4260778649,-32.75,-22.960457829
1479425462036603394,-31.5354225863,-32.75,-23.0284233339
1479425462086628724,-30.5129172147,-32.7,-19.9755405108
1479425462136647830,-29.2626105017,-32.5666666667,-14.8821659939
1479425462186517990,-28.0634265333,-32.4333333333,-14.5806609533
1479425462236580517,-26.9366210496,-32.3333333333,-14.6904391688
1479425462286507651,-25.9852166029,-32.25,-16.5612706711
1479425462336504613,-25.0960069392,-32.1666666667,-16.6104326652
1479425462386585305,-24.1817887434,-31.8333333333,-15.3229642048
1479425462436650617,-23.4739265879,-31.5666666667,-17.5232635421
1479425462486570245,-22.8125377276,-31.3,-17.4602465093
1479425462536670105,-22.1854720578,-31.1166666667,-17.2608562119
1479425462586697461,-20.9243061572,-30.6666666667,-6.35064457659
1479425462636685169,-19.7325670333,-30.2166666667,-6.3788681989
1479425462686675215,-19.174505909,-30.0166666667,-15.0715825075
1479425462736713842,-18.8703746454,-29.8333333333,-17.299310177
1479425462786583422,-18.5449829232,-29.6333333333,-16.7951517162
1479425462836730219,-18.373519153,-29.5333333333,-17.751178417
1479425462886631917,-19.160462275,-29.5,-26.1784673055
1479425462936725771,-19.921618524,-29.4666666667,-26.5849369857
1479425462986678854,-20.5095761352,-29.5,-24.9621233125
1479425463036687544,-20.8281016261,-29.4166666667,-22.5194615426
1479425463086671143,-21.1054290509,-29.3333333333,-22.4609438969
1479425463136851623,-20.4796157398,-29.15,-15.570370732
1479425463186715783,-19.1245211422,-28.7166666667,-2.84323656986
1479425463236807933,-17.8460703462,-28.2833333333,-2.96304470465
1479425463286717896,-16.5593769558,-27.6333333333,-1.52804469175
1479425463336721892,-15.5539766542,-27.1166666667,-5.28834909696
1479425463386783213,-14.6299766858,-26.5833333333,-5.62366357389
1479425463436850604,-13.1599007249,-26.1166666667,5.29806717549
1479425463486793217,-12.6911227681,-25.7166666667,-9.57145998019
1479425463536837521,-12.2908679807,-25.3166666667,-9.85999278394
1479425463586805829,-11.6228135362,-24.85,-6.18604897043
1479425463636821766,-11.2597676934,-24.3666666667,-9.17714718299
1479425463686801581,-10.9369024131,-23.9,-9.20866679846
1479425463736807449,-11.4561066616,-23.4833333333,-15.1196567939
1479425463786780106,-11.611132874,-22.9333333333,-12.1385438911
1479425463836816576,-11.7551237044,-22.3833333333,-12.2220147791
1479425463886797301,-11.806470463,-21.7666666667,-11.8852079059
1479425463936910873,-11.8402177038,-21.1666666667,-11.8757830986
1479425463986998693,-11.8997556871,-20.5833333333,-12.002640202
1479425464036777733,-11.6236463915,-19.95,-10.2776597055
1479425464086892985,-11.4306303398,-19.2833333333,-10.6755660359
1479425464136885383,-11.2750709753,-18.6,-10.7446696211
1479425464186863931,-10.621405292,-17.8333333333,-5.3664173054
1479425464236851699,-11.294050352,-17.3,-16.789257263
1479425464286873321,-11.9645217538,-16.7833333333,-17.4320292903
1479425464336927356,-12.9202916359,-16.4,-22.4113635537
1479425464386898884,-12.7174135306,-15.9,-11.8986283738
